Size;Mean;Anomaly;Deviation;Entropy
37;4.18918918918919;0.505621035993231;0.700707493174571;1.46150359897698
27;3.88888888888889;0.493819010672346;0.751067616198811;1.53049305675748
21;3.76190476190476;0.694505417237734;0.700340053457026;1.44116654415795
55;3.65454545454545;0.589836592080417;0.886486652950052;1.79554346914298
55;4.27272727272727;0.537815856963593;0.679175574707646;1.41826130014117
159;3.9685534591195;0.590122882380324;0.80678596323837;1.68654733443569
24;3.95833333333333;0.454395993521206;0.624093545570845;1.3260875253643
97;3.74226804123711;0.629000005715284;0.857301368095742;1.77872105038902
7;4.28571428571429;0.812012821773305;0.951189731211342;1.37878349348618
165;3.72121212121212;0.566384470377288;0.785445956811602;1.62004618653147
48;3.875;0.415103046509299;0.732962511014848;1.54693710975269
2;5;0.611475409836066;0;0
14;3.78571428571429;0.778048908405124;0.892582375303981;1.49261406801713
3;5;0.538578329882678;0;0
173;3.88439306358381;0.760855951114625;0.945269314619335;1.82366827188532
38;4.65789473684211;0.604420249859581;0.480782908219932;0.926819063964577
65;4.49230769230769;0.675752959063026;0.640387502880993;1.27773181315124
112;4.03571428571429;0.46623408202354;0.746506233913393;1.54361149093024
1;5;1.23076923076923;0;0
6;3.66666666666667;0.728760898675167;0.816496580927726;1.45914791702724
56;4.14285714285714;0.558217290349766;0.724344755399889;1.50421557862713
48;4.16666666666667;0.676578869619522;0.952786134680662;1.62494114641659
420;3.92619047619048;0.789129948042686;1.02325222636625;1.9007551401517
2;4.5;0.471909253830872;0.707106781186548;1
1;5;0.296052631578948;0;0
162;3.78395061728395;0.479969619140342;0.693529417866915;1.50863308147118
116;3.62931034482759;0.596860675069942;0.80789767339352;1.71370331554834
27;4;0.755799346876298;0.9198662110078;1.74676598553852
152;4.25657894736842;0.524965264864366;0.625047924269269;1.33677253414918
2;5;0.589231547017189;0;0
47;4.48936170212766;0.683847424799768;0.62109092051395;1.25618523040544
30;4.26666666666667;0.645599289637765;0.827681986794667;1.59500003848129
24;4.79166666666667;0.657282147119194;0.508977377704052;0.785235442391543
782;3.76598465473146;0.679561246804564;0.836258351524249;1.70538767059478
165;4.23030303030303;0.633993692963827;0.729385327788543;1.49482153462725
51;4.01960784313725;0.486157945852244;0.734580045425449;1.34410795879606
103;4.36893203883495;0.493938578651142;0.593928286126775;1.25635926197722
159;3.72327044025157;0.610262768488556;0.906460285497375;1.8090423071523
3;3.66666666666667;0.520084807306476;1.15470053837925;0.91829583405449
87;3.59770114942529;0.712539347871472;0.637213594851663;1.38218982378159
19;4.73684210526316;0.725873959846648;0.561951486949016;0.913282964165099
26;4.34615384615385;0.577650574939374;0.689481410470663;1.39935566753234
172;4.21511627906977;0.62105515671519;0.834352701706271;1.62858388367027
127;3.44094488188976;0.856367718250476;1.03627494748216;2.03348030674381
12;3.91666666666667;0.335963687322888;0.668557923421522;1.3844315043406
2;4;0.302861197839291;0;0
148;3.84459459459459;0.684206090651216;0.931043141388757;1.84224745190983
132;3.90151515151515;0.519915154727845;0.77024679781202;1.60089972475682
26;4;0.443067619355916;0.692820323027551;1.39846293822355
54;4.42592592592593;0.644830546091868;0.716433826931537;1.37812693505394
6;4.66666666666667;0.398657620857936;0.516397779494322;0.91829583405449
106;4.54716981132075;0.748880023279352;0.79440993941533;1.26453933440824
84;4.40476190476191;0.682522395527349;0.730061024335746;1.43345833698691
15;4.26666666666667;0.589638448468495;0.703731550548997;1.42947329835984
4;3.75;0.311554852770023;0.5;0.811278124459133
24;4.04166666666667;0.382598238205037;0.624093545570845;1.3260875253643
5;4.4;0.861858879826308;0.894427190999916;1.37095059445467
37;4.89189189189189;1.02876205505748;0.314800093867678;0.494182934849789
61;3.78688524590164;0.541661317878825;0.732910956355105;1.57683610741629
39;4.48717948717949;0.656926835053889;0.64366528044657;1.28116242345224
189;4.61904761904762;0.526394452420128;0.595065831202772;1.13291576119507
76;4.42105263157895;0.609446315704013;0.770509059340846;1.43644148650584
15;4.2;0.441201103776744;0.676123403782813;1.39958123064606
2;4.5;0.506475583864119;0.707106781186548;1
3;4;0.687439091992724;1;1.58496250072116
75;4.33333333333333;0.510155219118032;0.859499120848148;1.48643645339092
108;3.42592592592593;0.880111424814832;1.08691197404462;2.09460255404003
26;4.23076923076923;0.590681410399328;0.86291099460801;1.64086760192437
84;4.10714285714286;0.502531350261221;0.694519980592597;1.47058183710545
12;4.41666666666667;0.514124928943227;0.792961461098759;1.3844315043406
19;4.05263157894737;0.452142455856181;0.705036185874039;1.4674579648483
19;4.31578947368421;0.643698508009732;0.671038298207203;1.37796303907617
74;4.01351351351351;0.413580979073804;0.536177317921263;1.14387481365958
14;4.85714285714286;0.774168807962334;0.534522483824849;0.371232326640876
2;4.5;0.47960599078341;0.707106781186548;1
8;3.375;0.903781336744088;0.517549169506766;0.954434002924965
14;4.21428571428571;0.430524599073564;0.578934223521839;1.1981174211304
33;4.33333333333333;0.598209797237234;0.692218655243173;1.41086903320893
1;5;0.813471502590674;0;0
15;4.06666666666667;0.750455420809558;0.883715101688537;1.5655962303576
311;4.23151125401929;0.541490435927836;0.69405584443582;1.45557524628925
20;4.15;0.583099485066252;0.745159820370595;1.51288762151816
171;3.95906432748538;0.545224121522819;0.680455947022019;1.45519529581363
1;4;0.397;0;0
22;4.31818181818182;0.53908245490792;0.716231117019509;1.43654555209103
129;4.41085271317829;0.62754989251241;0.745951605970262;1.39562217985805
31;4.25806451612903;0.542754637140248;0.630753091443547;1.33176071011496
189;4.5026455026455;0.489758617748181;0.570780900546904;1.16220204030718
424;3.57311320754717;0.734650448463177;0.922189668042351;1.88541976240943
241;4.44398340248963;0.731563803637056;0.855116405169519;1.43777512532945
24;4;0.609625287205093;0.780189497605494;1.56320208998449
5;3.8;0.639140652125641;0.836660026534076;1.52192809488736
106;3.89622641509434;0.448585685842443;0.729373446485718;1.5060409213297
22;4.09090909090909;0.4959895758744;0.526361355967815;1.09579525500093
6;4.33333333333333;0.544048125620879;0.516397779494322;0.91829583405449
60;3.95;0.524187598731704;0.699273230466788;1.50524054649186
23;4.82608695652174;0.655653167907243;0.491026190103531;0.678407090937567
136;4.13235294117647;0.532960307873727;0.841593053145281;1.66558465450871
25;3.8;0.505295491476145;0.645497224367903;1.36154193333593
151;4.19867549668874;0.657038359299974;0.824781729103071;1.63514610585149
139;4.46043165467626;0.491325099939824;0.662299322084961;1.33128181147226
27;3.92592592592593;0.350106962387614;0.615562652308747;1.31056737973448
18;3.44444444444444;0.872420358916035;0.783823376129674;1.56831825570284
80;4.3375;0.505011167663807;0.654947094201151;1.36849459337055
126;4.34126984126984;0.470026484286137;0.659244396717313;1.37722039231546
12;4.08333333333333;0.707743666908159;0.792961461098759;1.5545851693378
3;5;0.731602061439625;0;0
58;4.05172413793103;0.516511854653574;0.71137163759568;1.49613331935975
12;3.91666666666667;0.663348569934333;1.16450015288131;1.88791850267113
11;3.72727272727273;0.298186748051622;0.646669790682863;0.865856617457224
101;4.28712871287129;0.625931257721924;0.852486171892147;1.56682753561056
8;4.75;0.952173607904168;0.707106781186548;0.543564443199596
185;3.2972972972973;0.859524256727565;0.732211690733632;1.45052747911602
3;3.66666666666667;0.388990402362495;0.577350269189626;0.91829583405449
50;4.1;0.688964162197184;0.886405260427918;1.72427262969446
583;4.14579759862779;0.478829899993961;0.762757707131196;1.57811140952441
78;3.75641025641026;0.585843464892316;0.824713999004006;1.67815545218604
2;5;1.01171710802858;0;0
116;4.54310344827586;0.461519520810461;0.624043495966084;1.22537909846289
1;5;1.1169757489301;0;0
3;4.33333333333333;0.407398844632285;0.577350269189626;0.91829583405449
8;4.5;0.777636040419172;0.534522483824849;1
33;4.06060606060606;0.655575019880376;0.89928422715631;1.75242316939436
94;4.46808510638298;0.626369246221434;0.743460777824151;1.37772839043542
5;3;1.14439490888858;0;0
11;4.45454545454545;0.441049856031107;0.522232967867093;0.994030211476956
2;5;1.1014820865912;0;0
2;4.5;0.269334074279893;0.707106781186548;1
1;4;0.0949367088607591;0;0
63;4.26984126984127;0.661988891169907;0.865212060643073;1.44584889314402
58;4.32758620689655;0.542176922434565;0.632120658992973;1.33159842011991
41;3.80487804878049;0.561291306639533;0.64107379431396;1.3714370382634
17;4.11764705882353;0.575336044362228;0.781213234429025;1.54856522603092
12;4.16666666666667;0.510163192962738;0.717740562565273;1.45914791702724
2;4;0.575892857142857;0;0
32;4.125;0.531816737085452;0.793115538912532;1.56127812445913
71;3.98591549295775;0.439563391368129;0.686460023734165;1.46090044609465
6;4.33333333333333;0.388967085001849;0.516397779494322;0.91829583405449
1;3;0.933628318584071;0;0
15;4.93333333333333;0.597480594258148;0.258198889747161;0.353359335021421
9;3.88888888888889;0.526860386378394;0.781735959970572;1.53049305675748
27;3.92592592592593;0.468887381634394;0.615562652308747;1.31056737973448
79;3.69620253164557;0.459041050597895;0.667072255720835;1.4381147671338
11;4.54545454545455;0.651529258288536;0.687551650952329;1.24067053167669
1;5;1.21590909090909;0;0
137;3.8029197080292;0.610468543422951;0.881504529853849;1.78182576098285
104;3.97115384615385;0.671173450209007;0.864136931449954;1.73634769884345
290;4.01724137931035;0.53211350198112;0.698277150991429;1.48521676052484
1;4;0.43904958677686;0;0
101;4.51485148514851;0.471266260687229;0.68722429215124;1.29336372032999
44;3.5;0.938918254948547;1.17136374506633;2.1443248822678
36;4.44444444444444;0.442884678612504;0.50395263067897;0.991076059838222
13;4.46153846153846;0.572480729283709;0.518874521662771;0.995727452084926
13;3.07692307692308;0.854044666213313;0.277350098112615;0.391243563629256
34;4.5;0.727005774185119;0.896119580764924;1.30957175460687
34;3.70588235294118;0.566488815735807;0.718981255907142;1.54315642037064
4;4.5;0.469534883656081;0.577350269189626;1
29;4.3448275862069;0.548570900409892;0.613878889228482;1.28477723847993
3;4.66666666666667;0.802410232143709;0.577350269189626;0.91829583405449
43;4.06976744186047;0.60613118416268;0.668877839128068;1.42410550302028
604;3.70860927152318;0.484204282244639;0.674967269998297;1.46513865711998
4;4.75;0.50333081950729;0.5;0.811278124459133
4;2.25;1.78090615988593;0.957427107756338;1.5
135;3.94814814814815;0.602704002787566;0.77573767029339;1.60828475965339
13;4.46153846153846;0.438545202125064;0.518874521662771;0.995727452084926
56;3.96428571428571;0.763509735647501;1.02627810716528;1.76105928141
237;3.63291139240506;0.613503103625627;0.600364617810557;1.29153414149989
2;4;0.952705189547295;1.4142135623731;1
6;3.5;1.1992313749563;1.6431676725155;1.91829583405449
54;4.5;0.641525539723352;0.636914733193142;1.26802253221122
93;4.3010752688172;0.487170523015139;0.639037085345552;1.35265584798867
7;3.85714285714286;0.487478201179818;0.690065559342354;1.37878349348618
15;4.4;0.562071259729958;0.50709255283711;0.970950594454669
31;4.03225806451613;0.508584405047014;0.836017183545169;1.69689044783491
30;4.1;0.530032458559906;0.711966678801851;1.48547529722733
74;4.41891891891892;0.757932555262274;0.810998990874104;1.33387329470213
136;3.83823529411765;0.539785945686241;0.73253075511513;1.57014077452816
42;4.14285714285714;0.645320372984206;0.871539948328877;1.6688972487152
5;3.8;0.787140511733012;1.09544511501033;1.37095059445467
9;4.22222222222222;0.545223490370995;0.833333333333333;1.53049305675748
1;5;1.53917050691244;0;0
32;3.5625;0.546215760809185;0.759350316537635;1.61988835166237
1;3;1.16;0;0
14;4.28571428571429;0.57182653458529;0.611249845502127;1.26380917388355
111;4.25225225225225;0.533101268905164;0.731977004960085;1.48892318059234
33;4.45454545454545;0.540119244712833;0.665719023448946;1.32217934551667
2;4;0.290536029844885;0;0
130;4.30769230769231;0.561193991998846;0.735017310835052;1.4838134589084
37;4.62162162162162;0.647967404739601;0.545249756806271;1.07273309465701
56;4.30357142857143;0.531948270666103;0.685423369024718;1.40292880050539
87;4.4367816091954;0.506694036109841;0.659477408067076;1.33318653128032
54;4.01851851851852;0.426709374091796;0.739473059219179;1.38857845898994
16;4.3125;0.517970783106445;0.704154339142587;1.4185644431996
54;3.83333333333333;0.40908325322795;0.465812335684095;0.86201729438493
36;4.36111111111111;0.378767469193716;0.59294797544751;1.24453662117687
23;4.30434782608696;0.584237329690957;0.634950435338041;1.32578478120333
6;4.83333333333333;0.835779264784191;0.408248290463863;0.650022421648354
99;3.68686868686869;0.677800097312997;0.910779713576529;1.81951474632259
184;3.82065217391304;0.592433242470981;0.614405936097779;1.323916943036
5;5;0.950792122474497;0;0
8;4.875;0.717011355787545;0.353553390593274;0.543564443199596
26;3.96153846153846;0.539048620425374;0.720042733774558;1.48468431527814
2;5;0.452449730064679;0;0
4;5;0.942878758300369;0;0
14;3.64285714285714;0.469966022032707;0.633323693776651;1.29583638929116
15;4.53333333333333;0.782264380945168;0.743223352957207;1.24194603220605
12;4.5;0.467898956005378;0.522232967867094;1
17;4.05882352941176;0.397406464853032;0.428746462856272;0.834347023085254
10;3.7;0.681562718170043;0.674948557710553;1.36096404744368
53;4.64150943396226;0.606438422694871;0.682031457165383;1.12216847368273
3;5;0.431643010752688;0;0
105;4.46666666666667;0.512751201035482;0.538278357119799;1.11694496734343
116;4.24137931034483;0.633483633664191;0.840503882567888;1.61903175243236
169;4.18343195266272;0.475904909822784;0.651525725232409;1.39511878501956
192;3.88541666666667;0.466473170664692;0.668980495989204;1.42768825751321
21;4;0.681093945948701;0.894427190999916;1.76083528331019
232;3.81465517241379;0.629589481028027;0.840094234081887;1.7343243602659
113;4.13274336283186;0.470526988713552;0.761863607717018;1.59016025642659
27;4.2962962962963;0.439079266553316;0.541707756495413;1.12465812015471
1;4;0.310924369747899;0;0
106;3.94339622641509;0.563971640668477;0.753786488391018;1.59076071020877
24;4.75;0.71248251947333;0.531609533071195;0.888686552578318
31;4.54838709677419;0.559731297288854;0.675214024213526;1.23827858780911
4;4.5;0.451955119465389;0.577350269189626;1
5;4.2;0.511975886498424;0.836660026534076;1.52192809488736
37;3.89189189189189;0.40424483592973;0.566852115918536;1.20684783199738
5;3.8;0.578725100738831;0.836660026534076;1.52192809488736
22;4;0.477313510411448;0.755928946018454;1.5394847569315
15;4.33333333333333;0.701010007202352;1.04653623694457;1.33826892807646
31;3.93548387096774;0.529637067761128;0.771815343674368;1.55661575281566
2;4.5;0.739929577464789;0.707106781186548;1
24;4.16666666666667;0.677203435022482;0.816496580927726;1.5545851693378
20;3.3;0.83768475169173;0.978720969859186;1.85771746913015
13;5;0.729927020564672;0;0
10;4.4;0.563332028779153;0.699205898780101;1.36096404744368
110;3.88181818181818;0.580896921918488;0.798298858546282;1.66476333191182
157;3.92993630573248;0.543173249205634;0.793520633579893;1.65814721111584
17;4.52941176470588;0.550497388391128;0.624264272846798;1.22104778517972
11;4.09090909090909;0.234428688615963;0.301511344577764;0.439496986921513
48;3.91666666666667;0.591984078717553;0.678964585086305;1.44232762529442
225;3.78222222222222;0.56835759211711;0.682461697279758;1.47623287086813
194;3.92783505154639;0.660539163977837;0.896133579518228;1.80668952740925
4;4;0.711281020672732;1.15470053837925;1
69;4.15942028985507;0.666087157731597;0.994443214091612;1.75318443772401
63;4.58730158730159;0.775309866191918;0.961096830322265;1.04256825140802
49;4.02040816326531;0.503303578016696;0.749716499706371;1.43283331089747
22;3.95454545454545;0.654838268382879;0.950051263141838;1.81484937011984
5;4.4;0.808323072151007;0.894427190999916;1.37095059445467
94;4.21276595744681;0.558207546596478;0.716507965807221;1.4878737709755
5;4.8;0.732391537113471;0.447213595499958;0.721928094887362
109;4.09174311926605;0.492926446707332;0.752050091954451;1.54438240961692
22;3.95454545454545;0.594439618615459;0.722249971716872;1.49701510573848
17;4.05882352941176;0.431696535751222;0.555718930226211;1.15955475237873
9;4.44444444444444;0.370667491217691;0.52704627669473;0.991076059838222
2;3.5;0.559481216457961;0.707106781186548;1
38;4.02631578947368;0.600476284107774;0.914946228083648;1.50437900321909
2;4;0.209409594095941;0;0
186;3.82795698924731;0.446749074448478;0.634565710847442;1.36086662224012
27;4;0.448733259580685;0.554700196225229;1.17301258529576
85;3.95294117647059;0.440204203338627;0.652939914703402;1.40281041543897
46;4.28260869565217;0.513739636384229;0.688413424824255;1.42662579001116
8;2.875;1.38267717894632;1.7268882005338;1.90563906222957
4;4.75;0.399400623068543;0.5;0.811278124459133
28;3.75;0.530742562091225;0.700528900717694;1.49468036840891
51;3.84313725490196;0.71941764271808;1.02708420335643;1.94946765069335
24;4.58333333333333;0.670243548851554;0.583592075121765;1.14315587846583
3;4.33333333333333;1.04186046900273;0.577350269189626;0.91829583405449
8;4.625;0.685697656120989;0.517549169506766;0.954434002924965
40;4.6;0.455583640423544;0.496138938356834;0.970950594454669
10;3.8;0.260706895458463;0.421637021355784;0.721928094887362
28;4.46428571428571;0.472852200359581;0.576203594236084;1.18561616332044
1;5;0.52;0;0
31;4.58064516129032;0.640226320732111;0.620440356971675;1.18103866810533
62;4.33870967741935;0.402450894973655;0.599003226327466;1.26772194452886
1;4;0.0548281505728312;0;0
9;4.77777777777778;0.520070198318698;0.440958551844098;0.76420450650862
54;4.46296296296296;0.580910452497756;0.692628653343597;1.33679992943058
15;4.66666666666667;0.40573653345482;0.487950036474267;0.91829583405449
32;4;0.520462235633605;0.672021505032247;1.4261994082885
31;4.16129032258065;0.583897979184833;0.778750032361621;1.54482261775104
3;4.33333333333333;0.531874783620594;0.577350269189626;0.91829583405449
51;3.94117647058824;0.616753051354512;0.881175685227012;1.68911402312159
8;4.125;0.421479037700719;0.640869944461656;1.2987949406954
1;3;0.625;0;0
2;4.5;0.431423584839038;0.707106781186548;1
8;3.875;0.649859334300081;0.991031208965115;1.75
3;4.66666666666667;0.982600732600733;0.577350269189626;0.91829583405449
6;5;1.22571751346919;0;0
40;3.875;0.63575478918642;0.722797272709228;1.5015196176058
4;4.25;0.39712641367172;0.5;0.811278124459133
62;4.54838709677419;0.52703110856864;0.591675014775397;1.18625828392792
6;4.33333333333333;0.582493862532891;0.816496580927726;1.45914791702724
44;4.13636363636364;0.529445690263969;0.701854987040044;1.47283015230032
2;4;0.581791316369814;1.4142135623731;1
2;4.5;0.650921861281826;0.707106781186548;1
11;4.27272727272727;0.50282037565462;0.646669790682863;1.32217934551667
24;4.20833333333333;0.616599396714222;0.658005330140078;1.38243734080459
92;3.71739130434783;0.378911495419541;0.541184840892155;1.14345743882164
29;4.82758620689655;0.777691712560331;0.384425872219245;0.663196840239829
8;3.375;1.0130422924536;0.744023809142845;1.06127812445913
35;3.88571428571429;0.484418197793498;0.631125445320574;1.31360087346969
67;4.49253731343284;0.590602258398736;0.636589738213501;1.24322744289531
19;4.47368421052632;0.578027979277256;0.696692268479466;1.32353157611005
7;4.28571428571429;0.53177291331329;0.755928946018455;1.44881563572518
45;4.68888888888889;0.699401173740454;0.468179366473918;0.894451884534128
72;3.58333333333333;0.507817366085935;0.622353551979879;1.32789788528713
12;3.75;0.701710526284622;0.965307299163423;1.85538854220753
114;3.58771929824561;0.741993804537024;0.621323216996005;1.24640035485982
87;3.66666666666667;0.572950087375527;0.69326773690888;1.47627979455249
7;4.14285714285714;0.616639233576262;0.690065559342354;1.37878349348618
10;4;0.357507180700788;0.666666666666667;1.37095059445467
2;4;0.180327868852459;0;0
1;5;0.367924528301887;0;0
70;3.72857142857143;0.651963309980936;0.797122152940234;1.65651706391838
30;3.7;0.868582667464396;1.3683617186634;2.06605286845525
50;4.14;0.707523843587862;0.833238089795296;1.56095631534896
10;4.6;0.929514258711267;0.966091783079296;0.921928094887362
4;3.5;0.759805321861126;1;0.811278124459133
10;4.1;0.39871059006668;0.567646212197547;1.15677964944704
154;4.35064935064935;0.561487195832605;0.779915091175969;1.50730526142388
3;3.66666666666667;0.586635573478978;0.577350269189626;0.91829583405449
40;3.875;0.389463447603757;0.563300712149108;1.1991459056025
85;4.23529411764706;0.398842201988352;0.526603194416581;1.10922822055302
56;3.64285714285714;0.987952532632133;1.1509454047327;2.06963908156221
13;4.53846153846154;0.415416033593632;0.518874521662771;0.995727452084926
20;5;0.604960219341165;0;0
49;4.12244897959184;0.573377382557143;0.72550709453298;1.50733829435633
59;3.88135593220339;0.560900646165336;0.721223714938759;1.50406490390939
15;4.46666666666667;0.566444913284331;0.516397779494322;0.996791631981637
15;4.33333333333333;0.535924006583698;0.899735410842437;1.5329145639794
2;5;0.645833333333333;0;0
27;4.66666666666667;0.576085490122342;0.679366220486757;0.986426728730842
18;3.94444444444444;0.663717281401519;0.725357698552702;1.49553802991911
62;3.79032258064516;0.684061587664526;0.704484389388148;1.46802445882422
14;4.5;0.453933920915691;0.650443635587991;1.26380917388355
32;4.0625;0.980872191992727;1.21648621433924;1.7319522692136
1;5;1.02500933184024;0;0
49;3.6530612244898;0.478579503015462;0.723159168975593;1.55945697640692
64;3.953125;0.622653500973043;0.824807577367315;1.70425811116201
17;4.23529411764706;0.661008078283375;0.664211164155071;1.37928048729106
81;4.93827160493827;0.815690035624025;0.242161052418926;0.334268132561794
109;3.85321100917431;0.650072283830024;0.70482054550017;1.48253619595564
62;4.41935483870968;0.541643587195419;0.690649186095873;1.36993847162473
156;3.66025641025641;0.550104902468049;0.56221675158705;1.19306122176658
25;4.52;0.471674754110126;0.585946527708232;1.18296619546752
21;3.80952380952381;0.6534473687077;0.928388260322567;1.83285999602379
87;4.05747126436782;0.627823331177152;0.956693941960158;1.82037495907929
11;4.72727272727273;0.591563596696095;0.467099366496914;0.845350936622437
4;3;1.14810404999382;0;0
37;4.40540540540541;0.595076632829389;0.831980884511292;1.47306252515765
9;4.66666666666667;0.587345111378257;0.5;0.91829583405449
132;3.58333333333333;0.719762247567318;0.988805020697581;1.97282116129802
267;4.30711610486891;0.500794427024651;0.656993835589662;1.39002620564606
15;4.66666666666667;0.53979599971411;0.487950036474266;0.91829583405449
2;4.5;0.624239052003618;0.707106781186548;1
11;4.81818181818182;0.982976188808588;0.603022689155527;0.439496986921513
12;4.5;1.01733811154161;1.16774841624228;1.04085208297275
10;4.5;0.600134697127493;0.707106781186548;1.29546184423832
18;3.61111111111111;0.516420103295112;0.607684988914186;1.25162916738782
59;4.47457627118644;0.45707336537246;0.727677747059209;1.26388150820692
3;5;0.512265512265512;0;0
12;4.25;0.391613394037038;0.621581560508061;1.28067212952089
33;4.09090909090909;0.649243927740347;0.879049072991533;1.70622853933286
33;4.3030303030303;0.737626712734245;0.809507893910263;1.47870691424816
22;3.5;0.827694154492351;1.05785047102491;1.83836851502607
55;4.10909090909091;0.56901254693575;0.831614388753881;1.65803345694402
1;1;2.90756302521008;0;0
181;4.16574585635359;0.538242862860413;0.915992553067109;1.64567841312236
7;4.42857142857143;0.801097114371362;0.786795792469443;1.37878349348618
73;4.13698630136986;0.953137284274077;1.15848402488807;1.72654509747149
96;3.875;0.557570384922075;0.757419441608357;1.59383608454889
44;4.22727272727273;0.431607642128936;0.604773121543299;1.2886497645356
9;3.77777777777778;0.71842739160975;0.97182531580755;1.83659166810898
7;4.28571428571429;0.708610562420377;0.755928946018455;1.44881563572518
42;4.09523809523809;0.612975474581307;0.655540135123136;1.39840474952349
104;4.14423076923077;0.496912414621794;0.755796618643402;1.57282254117339
20;3.6;0.54377102888464;0.753937034925052;1.49046857073283
9;4.55555555555556;0.499202538447892;0.52704627669473;0.991076059838222
158;4.22151898734177;0.527598875568961;0.778888786461457;1.58364591194806
297;4.26936026936027;0.433454100861004;0.621819416438074;1.31176777818816
25;4.48;0.566741345282986;0.653197264742181;1.29056443290323
14;4.71428571428571;0.603846335677746;0.468807230938495;0.863120568566631
14;3.85714285714286;0.333341484586882;0.363136519601282;0.591672778582327
53;4.15094339622642;0.53618231999103;0.717801837211099;1.4944424221254
7;4.14285714285714;0.441937507738184;0.690065559342354;1.37878349348618
135;3.80740740740741;0.547754446398018;0.696433304563987;1.5097938256487
19;4;0.472173828400341;0.471404520791032;0.953013885331597
282;4.37234042553191;0.576327610219746;0.80014290387167;1.49735537723099
109;3.90825688073395;0.50730493414601;0.71415949566826;1.53400002098333
111;3.86486486486486;0.666593555803741;0.909410263317402;1.83963593931979
114;4.43859649122807;0.679692330859014;0.729105255026964;1.36859166436072
116;3.96551724137931;0.547006861801746;0.779420458978376;1.57092383611272
3;3.66666666666667;0.987210958194746;1.52752523165195;1.58496250072116
9;4.22222222222222;0.483561963864966;0.666666666666667;1.35164411515339
58;3.75862068965517;0.573125448637215;0.756500364155852;1.59206407610581
52;4.23076923076923;0.527843914964183;0.67491131197713;1.42017933580456
164;3.99390243902439;0.429606090649182;0.631455143130077;1.36504400872351
114;4.39473684210526;0.591049594176012;0.699157787306271;1.41155986730114
24;3.625;0.58112723804139;0.575779245136914;1.19642094719166
31;4.12903225806452;0.515416523562807;0.7184212081071;1.49186034627951
102;3.96078431372549;0.539987258600896;0.716448454993376;1.50734840742584
220;3.72272727272727;0.68164473776063;0.740499534087224;1.57387742473925
81;4.33333333333333;0.523043480670773;0.689202437604511;1.41463034758023
65;3.81538461538462;0.400069655045517;0.609618417852197;1.30709406309832
21;3.9047619047619;0.705931241269223;0.830948969838817;1.57511459141066
77;3.80519480519481;0.604989722723885;0.85899208131515;1.74141757142713
13;4.23076923076923;0.334606892915375;0.438529009653515;0.779349837292085
2;5;1.1864406779661;0;0
13;4;0.713043071154583;0.912870929175277;1.54858060652285
5;5;0.667576231254566;0;0
1;5;0.4788;0;0
