Size;Mean;Anomaly;Deviation;Entropy
36;4.16666666666667;0.839392101609638;1.02817452659695;1.74660668218271
5;4.8;1.03890487925704;0.447213595499958;0.721928094887362
43;3.53488372093023;0.841421330105549;1.14119480431491;2.07853212643366
1;5;1.16528925619835;0;0
2;5;0.67572422553369;0;0
4;4.25;0.57187291805463;0.5;0.811278124459133
5;3.8;1.03647416413374;1.78885438199983;1.37095059445467
5;3.4;0.993222893801008;1.14017542509914;1.92192809488736
12;3.91666666666667;0.651690160525156;0.792961461098759;1.5545851693378
3;4;0.526207347319017;1;1.58496250072116
7;4.14285714285714;0.629487744995456;0.690065559342354;1.37878349348618
1;3;1.02985074626866;0;0
1;5;0.342857142857143;0;0
73;4.10958904109589;0.645146013427877;0.80900562825292;1.64353994718066
1;2;2.27427597955707;0;0
5;3.4;1.0285412849131;1.67332005306815;1.52192809488736
2;4.5;0.744134727061556;0.707106781186548;1
3;5;0.756999972236104;0;0
2;4;0.588405797101449;0;0
3;3.66666666666667;0.78644018583043;1.52752523165195;1.58496250072116
1;5;1.52173913043478;0;0
30;3.86666666666667;0.581771833944476;0.860366134304152;1.64850623535031
1;5;0.731182795698925;0;0
12;3.33333333333333;1.16499123402133;1.77525072919719;1.88791850267113
2;3.5;0.576450053705693;0.707106781186548;1
1;5;1.15753424657534;0;0
7;3.57142857142857;0.597692120525844;0.534522483824849;0.985228136034252
1;2;0.901408450704225;0;0
3;5;1.5537850621611;0;0
34;3.73529411764706;0.958353671335472;1.28649920866814;2.10927516577442
2;3.5;0.516116352201258;0.707106781186548;1
1;1;0.25;0;0
3;5;0.727532619532706;0;0
1;2;1.3125;0;0
1;4;0.12987012987013;0;0
8;3.375;0.621941890328349;0.744023809142845;1.40563906222957
10;4.5;0.731977276820534;0.849836585598797;1.15677964944704
15;3.53333333333333;0.704814786638962;1.59761727343596;2.10558726169826
14;3.21428571428571;1.00177913501443;1.62568666810586;1.98522813603425
10;3.6;0.493238150918847;0.843274042711568;0.721928094887362
5;3.8;1.12142025179423;1.30384048104053;1.92192809488736
12;3.5;0.907889989279292;1.08711461300922;1.88791850267113
48;3.85416666666667;0.566272416978303;0.743470394131706;1.57588520148316
3;2.33333333333333;0.738821138211382;2.3094010767585;0.91829583405449
8;4.25;0.679288048644781;0.707106781186548;1.40563906222957
13;3.92307692307692;0.536441545176532;0.75955452531275;1.52623490994952
2;5;1.20512820512821;0;0
46;3.60869565217391;0.608293042175688;0.829411059314987;1.71123755879573
2;3.5;1.0097129289877;0.707106781186548;1
25;3.32;0.800911971838555;1.14455231422596;2.10449845156016
28;3.35714285714286;0.845357033629236;1.28277147048983;2.23892110202569
11;3.36363636363636;1.00798580951111;1.20604537831105;2.11807820934971
6;4.66666666666667;0.613784094494001;0.516397779494322;0.91829583405449
1;4;0.206106870229007;0;0
1;5;0.747252747252747;0;0
15;4.26666666666667;0.600946407563364;1.09978352848359;1.5329145639794
3;4;1.38530897207368;1.73205080756888;0.91829583405449
1;5;0.470588235294118;0;0
76;3.42105263157895;0.723213480174741;0.836869689493521;1.73510381686497
1;3;1.06756756756757;0;0
63;3.93650793650794;0.664929279969183;1.01398313711587;1.88140999643588
1;5;0.96;0;0
1;1;1.42307692307692;0;0
25;4;0.857930127055595;1.11803398874989;1.90371645121401
3;3.33333333333333;0.690115543825186;1.15470053837925;0.91829583405449
1;1;2.60526315789474;0;0
17;3.82352941176471;0.393970871561232;0.88284300116492;1.32160695838835
2;3;1.29449152542373;1.4142135623731;1
7;3.85714285714286;0.625071239723773;0.690065559342354;1.37878349348618
16;4;0.976851150695393;1.4142135623731;1.6493974703477
1;4;0;0;0
3;4.33333333333333;0.590399406913169;0.577350269189626;0.91829583405449
1;4;0.268817204301075;0;0
1;4;0.447916666666667;0;0
1;5;1.92857142857143;0;0
3;3.66666666666667;0.914596107020177;1.15470053837925;0.91829583405449
15;3.2;0.884364403267467;1.47357679522601;2.25656476213095
4;4.5;1.23704097626511;0.577350269189626;1
3;3.33333333333333;0.451021219875611;1.15470053837925;0.91829583405449
32;3.46875;0.648233986828288;1.0467884834255;1.98165058050154
1;5;1.69709989258861;0;0
5;3.2;1.28148747427436;1.78885438199983;1.92192809488736
2;3;0.941766467065868;1.4142135623731;1
3;1.33333333333333;1.70513336913713;0.577350269189626;0.91829583405449
15;4.4;0.850328836565481;0.985610760609162;1.42560519901694
4;3.75;0.766148203648204;1.25830573921179;1.5
22;3.40909090909091;0.908909514359754;1.29684932888065;1.96720791757773
3;4.66666666666667;0.544931441193226;0.577350269189626;0.91829583405449
6;3.33333333333333;0.935840916930797;1.86189867250253;1.58496250072116
15;2.93333333333333;1.20496522096023;1.43759057685652;2.28924642850916
5;3.8;0.514131828567295;0.836660026534076;1.52192809488736
2;4;0.215579710144927;0;0
24;3.58333333333333;0.474980998727107;0.928611242975073;1.86478697925681
1;5;0.623529411764705;0;0
2;4;0.412254901960784;1.4142135623731;1
79;4.22784810126582;0.639888009262947;0.767101890210353;1.56237920039656
17;4.47058823529412;0.411059329585688;0.514495755427527;0.997502546369115
1;4;0.52;0;0
16;3.9375;0.948057064682109;1.43614066163451;1.875
4;4.25;0.770586297760211;1.5;0.811278124459133
20;3.75;0.953902160686612;1.29269200955949;2.06386512195085
5;3.4;1.61437632542896;1.81659021245849;1.92192809488736
14;3.71428571428571;1.05954564718665;1.43733575268066;2.00597771142377
3;4.66666666666667;1.0077915376677;0.577350269189626;0.91829583405449
1;4;0.135135135135135;0;0
2;2.5;0.942328042328042;2.12132034355964;1
3;4;0.280443500825667;0;0
18;2.55555555555556;0.865874183712902;0.783823376129674;1.63373142064213
66;3.46969696969697;0.928934731741967;1.38363731319021;2.23835686249653
4;3;1.32238420732438;1.63299316185545;1.5
1;5;0.879017013232514;0;0
3;1.66666666666667;1.95017403767404;0.577350269189626;0.91829583405449
2;3.5;0.432528409090909;0.707106781186548;1
1;5;0.5;0;0
2;5;0.630720734744707;0;0
5;4.2;0.50906255674499;0.447213595499958;0.721928094887362
1;1;2.625;0;0
2;4;0.696946564885496;1.4142135623731;1
25;3.68;0.653363679457588;0.945163125250522;1.81701481125244
1;5;2.01960784313725;0;0
1;4;0.466666666666667;0;0
1;5;1.025;0;0
1;4;0.0769230769230771;0;0
1;5;0.817934782608695;0;0
1;4;0.0543478260869565;0;0
1;5;1.15116279069767;0;0
3;3.33333333333333;0.609420289855073;1.52752523165195;1.58496250072116
1;2;1.72727272727273;0;0
1;5;0.753303964757709;0;0
20;4.3;0.580479633006493;0.470162345981627;0.881290899230693
2;4.5;0.398321881606765;0.707106781186548;1
2;5;0.667324442025041;0;0
43;3.93023255813953;0.518108441197943;0.910137321852595;1.75620131587805
2;5;1.0359790811598;0;0
1;1;1.12138728323699;0;0
1;2;2.27272727272727;0;0
23;3.60869565217391;0.917693352344051;1.30520393512009;2.12272365393207
1;4;0.221621621621622;0;0
1;5;1.1404958677686;0;0
1;4;0.537313432835821;0;0
3;4.33333333333333;0.482961641391615;0.577350269189626;0.91829583405449
13;4.23076923076923;0.526383609465508;0.725011052081984;1.46048468131311
1;4;0.0543478260869565;0;0
1;4;0.119205298013245;0;0
1;4;0.683544303797468;0;0
38;4;0.821831570974453;1.11500818079656;1.91558039546752
4;3.75;0.869179600886918;0.957427107756338;1.5
4;4.25;0.439979739252995;0.5;0.811278124459133
1;4;0.558139534883721;0;0
1;4;0.112582781456954;0;0
52;3.96153846153846;0.601039900291111;0.839269954969933;1.71248698536779
1;3;0.0454545454545454;0;0
2;4.5;0.592657342657342;0.707106781186548;1
2;2.5;1.2232905982906;2.12132034355964;1
1;2;1.5952380952381;0;0
110;4.42727272727273;0.951079128293994;0.971701344508229;1.44746471144102
3;3.66666666666667;0.996191908713693;1.52752523165195;1.58496250072116
1;3;0.713286713286713;0;0
1;4;0.102362204724409;0;0
3;4.33333333333333;0.451715110589156;0.577350269189626;0.91829583405449
2;4.5;0.614130434782609;0.707106781186548;1
1;5;0.666666666666667;0;0
1;5;1.21153846153846;0;0
1;2;0.952380952380953;0;0
5;3.6;0.5008114932081;0.547722557505166;0.970950594454669
2;5;0.867756568738817;0;0
7;4.28571428571429;0.833690349681148;0.951189731211342;1.37878349348618
10;4.5;0.638575169813438;0.52704627669473;1
44;3.97727272727273;0.733858498598874;1.06724240100116;1.88810541964505
1;4;0.0964912280701755;0;0
6;3.66666666666667;0.391368754216976;0.516397779494322;0.91829583405449
6;2.66666666666667;0.866742140601822;1.03279555898864;1.79248125036058
17;3.88235294117647;0.605939538668937;0.857492925712544;1.73452166477975
1;1;2.60526315789474;0;0
11;4;1.00255913408457;1.18321595661992;1.78992907531
3;4;0.866666666666667;1.73205080756888;0.91829583405449
1;3;0.84;0;0
2;4.5;0.75;0.707106781186548;1
4;5;0.581180893409996;0;0
3;3.66666666666667;0.555994985183497;0.577350269189626;0.91829583405449
1;5;0.630952380952381;0;0
1;5;1.05187319884726;0;0
4;3.5;0.484375;1.73205080756888;1.5
10;4;0.713436718140983;0.942809041582063;1.68547529722733
2;3;0.76523656776263;1.4142135623731;1
1;5;1.80769230769231;0;0
18;3.55555555555556;1.13165225864692;1.54242826974879;2.14734878163305
28;3.82142857142857;0.708789907211193;0.944911182523068;1.84536574457376
34;3.94117647058824;0.678227608146869;1.22946592175746;1.91919093859102
2;3.5;0.282967032967033;0.707106781186548;1
7;3.85714285714286;0.769649131403;1.0690449676497;1.84237099317711
15;3.66666666666667;0.670672333916563;1.23442679969674;2.07290559532006
1;5;1.28671328671329;0;0
2;4;0.583306055646481;0;0
16;3.125;1.11332670978952;1.45487685618635;2.25785606369205
2;4.5;0.329545454545455;0.707106781186548;1
97;2.92783505154639;1.02516204247181;1.29298929069112;2.27619124601508
5;3.4;0.673128205128205;0.894427190999916;1.37095059445467
1;5;0.899038461538462;0;0
1;3;0.5;0;0
1;5;1.45454545454545;0;0
9;4.22222222222222;0.37488170103233;0.440958551844098;0.76420450650862
1;5;1.23076923076923;0;0
7;3.42857142857143;0.587719855973275;0.975900072948533;1.84237099317711
2;4;0.542994390738752;0;0
4;4;0.344366555295173;0;0
2;4;0.376882224304905;0;0
16;4.25;0.806067980076268;1.12546286774228;1.5919171866887
3;2;1.31891542041918;1.73205080756888;0.91829583405449
10;4;0.854496222127656;1.4142135623731;1.29546184423832
4;4.5;0.0415573053368329;0.577350269189626;1
37;3.97297297297297;0.434997064390776;0.686637802244729;1.4472051373035
1;4;0.27427597955707;0;0
9;3.77777777777778;0.536918891756248;0.666666666666667;1.35164411515339
6;1.66666666666667;1.90260924921077;0.516397779494322;0.91829583405449
3;3.66666666666667;0.727471566054243;0.577350269189626;0.91829583405449
24;3.54166666666667;0.993264461410935;1.58742796253307;2.05042410808322
23;4.39130434782609;0.881353766445011;1.11759199071374;1.44726249944121
2;3.5;1.43805704099822;2.12132034355964;1
3;3.66666666666667;0.609090909090909;0.577350269189626;0.91829583405449
1;5;0.793893129770993;0;0
2;3.5;0.670812603648425;0.707106781186548;1
17;3.82352941176471;0.736072727708299;1.13111085429585;1.54515219719895
9;4.11111111111111;0.674563130980375;1.26929551764398;1.39214722366453
1;5;1.05434782608696;0;0
20;3.65;0.739176329020698;0.988086934168084;1.68149632952868
1;5;0.625;0;0
16;4.375;0.544615747510245;1.02469507659596;1.24755624891827
1;5;0.285714285714286;0;0
62;3.66129032258065;0.646899377055874;0.86732202099424;1.70613004330497
1;5;0.84313725490196;0;0
3;4.33333333333333;0.995200953234526;1.15470053837925;0.91829583405449
1;1;2.55263157894737;0;0
14;4.14285714285714;0.699436773129001;0.534522483824849;1.0949143184121
1;5;1.78260869565217;0;0
4;4;0.563635735604836;0.816496580927726;1.5
3;4;0.148148148148148;0;0
1;5;0.623529411764705;0;0
1;2;1.95789473684211;0;0
1;5;0.694444444444445;0;0
2;4.5;0.833333333333333;0.707106781186548;1
19;3.47368421052632;0.744571236218483;0.772328445721233;1.57797720011724
13;3.30769230769231;1.0440272608993;1.37747446344239;2.19968779473133
4;4;0.223351648351648;0;0
2;4;0.596645021645022;1.4142135623731;1
1;5;1.4375;0;0
3;4.33333333333333;0.670250896057348;1.15470053837925;0.91829583405449
1;4;1.04761904761905;0;0
1;5;1.66666666666667;0;0
3;3.66666666666667;0.925431391891119;1.52752523165195;1.58496250072116
1;4;0.0518731988472623;0;0
69;3.89855072463768;0.636660196405997;1.01669776202219;1.92124493191126
1;3;0.818181818181818;0;0
1;5;1.05434782608696;0;0
39;2.1025641025641;1.71403099257015;1.07102685097974;1.90177131192843
2;3.5;0.846274509803921;2.12132034355964;1
1;3;0.277777777777778;0;0
2;2;1.19673913043478;0;0
28;4.57142857142857;0.829101350262401;0.690065559342354;1.10778438495252
2;4.5;0.912186309930671;0.707106781186548;1
55;3.36363636363636;0.798622892349171;1.2377344351623;2.22168020291328
1;5;0.933333333333334;0;0
1;3;0.933333333333333;0;0
5;4;0.559161466392125;1;1.52192809488736
2;3;0.80827067669173;0;0
121;3.70247933884298;0.827130997098773;1.16650923770577;2.06936821368215
112;4.17857142857143;0.693293754314954;0.892554646312368;1.68630749527211
1;5;0.5;0;0
2;3;0.918098188303764;1.4142135623731;1
4;2.25;0.761854811854812;0.957427107756338;1.5
6;4.33333333333333;0.869663831574115;0.816496580927726;1.45914791702724
2;3;0.842638416331581;1.4142135623731;1
9;4.11111111111111;0.515439737460766;0.600925212577332;1.22439444540599
2;4;0.307334633268337;0;0
2;3.5;0.892857142857143;0.707106781186548;1
1;3;1.11320754716981;0;0
13;4.53846153846154;1.05959809830333;1.12660142429822;0.991264260535429
32;4.3125;0.62222080156229;0.737804065256947;1.46148283071192
2;4;0.324833702882483;0;0
3;4.66666666666667;1.22027699968876;0.577350269189626;0.91829583405449
2;4;0.103723404255319;0;0
1;5;0.925170068027211;0;0
1;4;0.0421052631578949;0;0
65;3.8;0.710515105014188;1.00312013238694;1.87835511580113
3;3.66666666666667;0.622883910336852;0.577350269189626;0.91829583405449
3;4.66666666666667;0.907407407407407;0.577350269189626;0.91829583405449
1;5;0.926470588235294;0;0
56;3.46428571428571;0.798419040814545;1.02627810716528;1.98233011616197
19;3.57894736842105;0.491998216284504;0.901590537370498;1.56268803930391
31;4.35483870967742;0.65250074960921;0.754912228751316;1.44358594189299
19;3.84210526315789;0.480398260128099;0.764719112901873;1.57378881306602
2;4.5;0.289293439077145;0.707106781186548;1
2;4;0.0522388059701493;0;0
1;5;0.817934782608695;0;0
11;4.18181818181818;0.284611775835128;0.981649817214043;1.67673703005213
1;3;0.25;0;0
2;5;0.618918918918919;0;0
1;5;1.40540540540541;0;0
22;3.63636363636364;0.556911526442878;0.84771145952778;1.74917466839001
1;5;1.68354430379747;0;0
22;4.18181818181818;0.654146427651969;0.852802865422442;1.64972536735888
6;2.66666666666667;1.39905382817816;0.516397779494322;0.91829583405449
1;4;0.0846560846560847;0;0
1;5;0.731182795698925;0;0
4;3.75;0.3530704593582;0.5;0.811278124459133
7;4.14285714285714;1.32267622450368;1.0690449676497;1.44881563572518
20;3.25;0.8101587995338;1.01954582251634;1.91497982051648
24;3.625;0.749023603163075;1.17260393995586;2.01565465574419
6;4.66666666666667;0.720893618924074;0.516397779494322;0.91829583405449
4;4.5;0.599138579547321;0.577350269189626;1
3;3.66666666666667;0.316818432671082;0.577350269189626;0.91829583405449
38;4.36842105263158;0.817457205573219;0.750533238602735;1.45664148208255
2;3.5;1.20436507936508;2.12132034355964;1
29;4.24137931034483;0.554708772342555;0.786273871488314;1.5517687935189
1;2;0.555555555555555;0;0
9;3.44444444444444;0.724262258795947;1.58989866902824;1.97493750120193
3;1.66666666666667;1.08345567476002;1.15470053837925;0.91829583405449
3;4;0.0638969426755311;0;0
57;3.54385964912281;0.655290342171104;1.07021652413019;2.02925394420306
37;4.02702702702703;0.595230242002096;0.76327097585496;1.59914557755584
4;3;0.920685774309724;0.816496580927726;1.5
3;3.66666666666667;0.500572082379863;0.577350269189626;0.91829583405449
26;3.53846153846154;0.671023020351084;1.10383945320936;1.58518420638791
1;2;1.94565217391304;0;0
16;3.5625;1.06417538894979;1.63171688720807;1.80503653257727
2;4.5;1.17569786535304;0.707106781186548;1
1;4;0;0;0
2;3.5;1.24288762446657;2.12132034355964;1
5;4.6;0.606570089015642;0.547722557505166;0.970950594454669
2;3.5;0.244018151815182;0.707106781186548;1
13;4.07692307692308;0.514261236156668;1.03774904332554;1.46048468131311
1;4;0.226244343891403;0;0
14;4.21428571428571;0.639402731090233;0.974961255922229;1.68939174674309
7;4.28571428571429;0.325030753927193;0.487950036474267;0.863120568566631
21;4.19047619047619;0.656189844760466;0.601585207518238;1.26777021610442
45;3.55555555555556;0.71605796634102;0.966614418650702;1.94468101047172
1;5;1.13114754098361;0;0
4;2;0.868716171887814;0.816496580927726;1.5
1;5;1.13793103448276;0;0
38;3.57894736842105;0.759233842867443;1.0560400009666;2.04347739198881
1;5;1.06578947368421;0;0
1;4;0.666666666666667;0;0
4;4.25;0.512593133783229;0.957427107756338;1.5
1;5;1.11666666666667;0;0
440;3.35681818181818;0.736027773819718;0.891595209150846;1.85813538383205
2;4;0.45970695970696;0;0
46;3.52173913043478;0.784453299205291;1.09014026487487;2.05440134391125
1;4;0.261390887290168;0;0
1;2;1.30290010741139;0;0
21;3.9047619047619;1.29113058705399;1.60949563232591;1.55348450181871
3;3.33333333333333;0.556721056721057;1.52752523165195;1.58496250072116
25;3.96;0.554662842775608;1.13578166916005;1.67962753634136
21;3.42857142857143;1.08858009587025;1.39897921969658;2.14853573331382
13;3.92307692307692;0.90135641281915;1.3821202589704;1.73814933319287
1;4;0.322033898305085;0;0
2;1;1.75;0;0
1;3;0.8;0;0
2;3.5;0.768629908103592;0.707106781186548;1
96;3.54166666666667;0.672188152851017;1.05547860599791;2.00471638326506
4;3.5;0.972643057222889;1.29099444873581;2
1;2;0.956521739130435;0;0
2;2.5;0.821428571428572;2.12132034355964;1
3;5;0.83335355373572;0;0
1;1;2.53448275862069;0;0
1;5;0;0;0
21;3.95238095238095;0.723735194992477;1.11696868694653;1.77942383214653
10;4;0.628321788895877;1.05409255338946;1.84643934467102
7;4;0.517649449311836;0.577350269189626;1.14883485428092
4;2.5;0.960341928717684;1.29099444873581;2
56;2.96428571428571;0.960087092458336;1.23530321216049;2.16376233769346
10;3.9;0.468399155080491;0.737864787372622;1.48547529722733
2;4.5;0.453431144953106;0.707106781186548;1
1;2;1;0;0
3;4.66666666666667;0.429007567939456;0.577350269189626;0.91829583405449
7;3.42857142857143;1.31948484641415;1.39727626201154;1.55665670746282
1;5;0.360655737704918;0;0
2;4;0.397928578123535;1.4142135623731;1
4;3.75;0.396241526135486;0.957427107756338;1.5
1;5;0.928571428571429;0;0
1;5;1.09034267912773;0;0
4;4;1.2587523863599;2;0.811278124459133
1;5;0.686046511627907;0;0
2;3;1.42121212121212;2.82842712474619;1
55;3.27272727272727;0.694581900338817;1.11312947991563;2.10371079097264
21;3.71428571428571;0.910237532175451;1.38357714432037;1.99201399627558
1;4;0.227642276422764;0;0
3;4;0.289525294483753;0;0
1;4;0.206896551724138;0;0
1;3;0.316455696202532;0;0
26;3.38461538461538;0.729672635599911;0.982931251997741;1.95973275790335
21;3.61904761904762;0.736609394783395;0.973457265430305;1.83285999602379
45;3.84444444444444;0.574977889746486;0.92823281649388;1.80260657543304
1;3;0.0434782608695654;0;0
1;4;1.87861271676301;0;0
19;3.94736842105263;0.594866381986489;0.911267993910214;1.45742488140917
6;4.5;0.632998005934652;0.547722557505166;1
30;4.36666666666667;1.00354816624573;0.889917986664224;1.5063508184673
1;4;0.0175438596491224;0;0
2;4;0.941141141141141;1.4142135623731;1
8;3.5;1.18255339987395;1.19522860933439;2
25;3.36;0.643608864897525;0.757187779440036;1.40092427722816
165;3.67272727272727;0.736270593941713;1.21556790082157;2.09099484650535
1;4;1.68888888888889;0;0
91;4.30769230769231;0.659288505545226;0.710122175596217;1.38465047206579
15;4;0.854177611593563;1.13389341902768;1.82947329835984
2;4.5;1.50641025641026;0.707106781186548;1
6;4.5;0.597102448985254;0.547722557505166;1
17;4.05882352941176;0.8575937923562;1.19742370504837;1.73222166376165
1;2;1.30290010741139;0;0
120;3.83333333333333;0.509909418066325;0.63950260784001;1.3501164488006
15;3.53333333333333;0.6247482572341;0.915475416434127;1.83226289702427
2;4;1.04171378860374;1.4142135623731;1
2;4;0.920990566037736;1.4142135623731;1
25;3.76;0.51490091501731;0.723417813807024;1.5354825551598
2;3;0.5;1.4142135623731;1
20;4.25;0.651627789315763;0.850696309223401;1.59546184423832
1;1;1.73333333333333;0;0
1;3;0.790322580645161;0;0
4;3.25;0.685714285714286;1.70782512765993;2
1;5;1.8;0;0
3;4;0.606129257271101;1;1.58496250072116
93;3.31182795698925;0.749755058361857;0.846713526623044;1.7234067418302
5;4.6;1.12113095238095;0.894427190999916;0.721928094887362
1;5;1.98717948717949;0;0
1;4;0.928571428571428;0;0
4;4.5;0.921694962467746;1;0.811278124459133
1;5;0.25;0;0
12;3.91666666666667;0.605920314671016;0.514928650544437;1.04085208297276
7;3.14285714285714;1.03137265921679;1.21498579258791;1.84237099317711
4;4.5;0.689738032416133;0.577350269189626;1
3;3.33333333333333;1.44190894537851;2.08166599946613;1.58496250072116
2;3.5;0.450587916763364;0.707106781186548;1
3;2.33333333333333;1.7339399005487;0.577350269189626;0.91829583405449
4;4.25;0.359946058453578;0.5;0.811278124459133
1;4;0.0921985815602837;0;0
1;5;0.416666666666667;0;0
5;3;1.14011333806781;1.58113883008419;2.32192809488736
1;3;0.857142857142857;0;0
1;3;0.45945945945946;0;0
10;3.8;0.376594082000172;0.421637021355784;0.721928094887362
34;2.64705882352941;1.31304319519269;1.36808543373968;2.07635118110489
113;3.54867256637168;0.612884853815541;0.823658546218355;1.70822603422691
3;2.66666666666667;1.3022772987706;0.577350269189626;0.91829583405449
5;3.4;0.742186619238353;1.14017542509914;1.92192809488736
4;3.75;1.00617537752665;1.25830573921179;1.5
1;4;0.697099892588614;0;0
4;4.25;0.73500516567348;0.957427107756338;1.5
1;4;0.414634146341463;0;0
52;4.21153846153846;0.904876334487465;1.16040118927047;1.64670918892049
6;3.16666666666667;1.00547326688108;1.16904519445001;1.45914791702724
5;4.2;0.714083531238489;0.836660026534076;1.52192809488736
2;4.5;1.0026455026455;0.707106781186548;1
26;4.07692307692308;0.613030372517209;0.844894167245907;1.69302766843233
1;4;0.284090909090909;0;0
4;3.5;0.701043307284191;0.577350269189626;1
2;3.5;0.571645021645022;0.707106781186548;1
31;4.54838709677419;0.935771610217858;0.623896875956241;1.21452199734488
7;2.85714285714286;0.786065548717339;1.57359158493889;2.23592635062903
28;4.46428571428571;0.880962712583215;1.07089934019281;1.27187087275341
2;4;0.515962441314554;1.4142135623731;1
2;4.5;0.660714285714286;0.707106781186548;1
1;4;0.157534246575342;0;0
20;3.4;0.456633572379166;0.882579950158088;1.49046857073283
16;3.875;0.772085628954575;1.20415945787923;2.00785606369205
1;4;0.227642276422764;0;0
5;3.8;0.960477140558728;1.30384048104053;1.92192809488736
7;3;1.43243423243423;1.91485421551268;1.55665670746282
14;3.28571428571429;0.849057084787363;1.0690449676497;1.95021206491475
2;5;1.29326923076923;0;0
25;4.16;0.794688658429074;1.02794292967395;1.67262919227497
3;4;0.264502164502165;0;0
47;3.61702127659574;0.807133348496922;1.03321346524078;1.94415088419442
1;5;1.99;0;0
215;3.8;1.04872648137661;1.36443477051512;2.05783431832501
16;3.4375;0.512213575977163;0.813941029804985;1.24755624891827
18;4.55555555555556;0.975051775627571;0.983524408155643;1.05294076056263
27;3.74074074074074;0.59128047539453;0.812999791493615;1.5327896019567
2;4;0.986283972567945;1.4142135623731;1
1;2;1.47368421052632;0;0
34;3.23529411764706;0.929429170591008;1.1562432251572;2.04998068250961
30;3.56666666666667;0.851926941495707;1.19433528860584;2.1330570201505
